Gene Symbol,SumCoverage,SumNum Proteins,SumNum Unique Peptides,SumNum Peptides,SumNum PSMs,Score A2,Coverage A2,Num Peptides A2,Num PSM A2,Score A4,Coverage A4,Num Peptides A4,Num PSM A4,Num AAs,MW kDa,calc pI
SFXN1,13.04,4.0,2.0,3.0,6.0,55.49,13.04,3.0,3.0,4.15,13.04,3.0,3.0,322.0,35.6,9.07
SFXN3,23.69,1.0,4.0,5.0,13.0,74.16,19.08,4.0,6.0,8.83,23.69,5.0,7.0,325.0,36.0,9.09
SGPL1,11.11,3.0,1.0,1.0,2.0,24.59,11.11,1.0,1.0,1.7,11.11,1.0,1.0,135.0,15.0,7.77
SGTA,9.26,2.0,1.0,1.0,3.0,45.88,9.26,1.0,2.0,2.62,9.26,1.0,1.0,162.0,17.8,4.75
SH3GL2,9.18,6.0,2.0,2.0,6.0,30.61,9.18,2.0,3.0,2.31,9.18,2.0,3.0,305.0,34.8,5.17
SH3GLB1,9.32,3.0,2.0,2.0,4.0,45.85,9.32,2.0,2.0,0.0,9.32,2.0,2.0,365.0,40.8,6.04
SHANK2,5.76,13.0,4.0,4.0,8.0,79.26,5.05,3.0,4.0,4.23,5.76,4.0,4.0,1128.0,121.1,5.62
SHKBP1,14.63,1.0,1.0,1.0,1.0,22.03,14.63,1.0,1.0,,,,,164.0,17.1,8.54
SLAIN2,2.93,1.0,1.0,1.0,4.0,110.37,2.93,1.0,2.0,5.12,2.93,1.0,2.0,581.0,62.5,9.45
SLC1A2,12.09,4.0,1.0,1.0,4.0,23.13,12.09,1.0,2.0,0.0,12.09,1.0,2.0,91.0,10.1,5.68
SLC1A3,6.44,2.0,2.0,2.0,6.0,154.33,6.44,2.0,3.0,6.95,6.44,2.0,3.0,497.0,55.1,9.01
SLC25A1,3.86,1.0,1.0,1.0,4.0,53.21,3.86,1.0,2.0,1.87,3.86,1.0,2.0,311.0,34.0,9.89
SLC25A11,12.16,3.0,3.0,3.0,7.0,160.55,9.46,2.0,3.0,6.24,8.11,2.0,4.0,296.0,32.2,9.77
SLC25A12,14.6,8.0,8.0,8.0,22.0,202.58,14.6,8.0,11.0,12.49,14.6,8.0,11.0,678.0,74.7,8.38
SLC25A22,13.62,12.0,4.0,4.0,9.0,114.24,11.15,3.0,4.0,4.12,13.62,4.0,5.0,323.0,34.4,9.29
SLC25A3,3.7,3.0,1.0,1.0,4.0,64.78,3.7,1.0,2.0,5.4,3.7,1.0,2.0,324.0,36.1,9.26
SLC25A5,35.57,3.0,4.0,11.0,32.0,150.07,27.85,9.0,15.0,5.98,35.57,11.0,17.0,298.0,32.8,9.69
SLC25A6,24.16,4.0,1.0,8.0,24.0,138.57,21.48,7.0,12.0,2.11,19.13,7.0,12.0,298.0,32.8,9.74
SLC29A1,3.07,2.0,1.0,1.0,1.0,,,,,0.0,3.07,1.0,1.0,456.0,50.2,8.29
SLC3A2,12.0,7.0,1.0,1.0,2.0,44.27,12.0,1.0,1.0,0.0,12.0,1.0,1.0,175.0,18.9,4.84
SLC5A6,17.95,1.0,1.0,1.0,1.0,,,,,0.0,17.95,1.0,1.0,78.0,8.2,8.03
SLMAP,1.4,5.0,1.0,1.0,1.0,0.0,1.4,1.0,1.0,,,,,428.0,49.1,6.37
SMARCA1,1.19,4.0,1.0,1.0,1.0,,,,,0.0,1.19,1.0,1.0,1005.0,117.2,7.77
SMC3,0.9,1.0,1.0,1.0,2.0,22.54,0.9,1.0,1.0,2.08,0.9,1.0,1.0,1217.0,141.5,7.18
SMG1,0.74,15.0,1.0,2.0,3.0,47.02,0.74,2.0,2.0,0.0,0.17,1.0,1.0,3521.0,395.1,6.32
SMPD3,3.45,3.0,1.0,1.0,4.0,36.89,3.45,1.0,2.0,2.02,3.45,1.0,2.0,638.0,69.1,5.87
SNAP25,15.05,2.0,3.0,3.0,8.0,153.13,15.05,2.0,4.0,7.4,15.05,3.0,4.0,206.0,23.3,4.77
SNAP91,19.5,16.0,7.0,9.0,34.0,427.46,18.17,8.0,17.0,24.1,19.5,9.0,17.0,600.0,63.1,8.87
SNRNP200,2.39,3.0,4.0,4.0,7.0,38.29,2.39,4.0,4.0,2.01,1.83,3.0,3.0,2136.0,244.4,6.06
SNRPD1,17.33,2.0,1.0,1.0,2.0,44.48,17.33,1.0,1.0,3.26,17.33,1.0,1.0,75.0,8.4,11.84
SNRPD3,8.33,2.0,1.0,1.0,2.0,38.01,8.33,1.0,1.0,1.71,8.33,1.0,1.0,120.0,13.3,8.91
SNRPN,8.88,7.0,2.0,2.0,6.0,68.06,8.88,2.0,3.0,0.0,8.88,2.0,3.0,169.0,17.5,9.99
SOGA3,22.78,8.0,19.0,19.0,56.0,499.06,21.72,18.0,29.0,40.07,19.07,15.0,27.0,944.0,102.8,6.06
SORBS1,20.48,2.0,9.0,17.0,37.0,318.66,15.07,13.0,17.0,22.25,19.09,16.0,20.0,1294.0,143.7,8.6
SORBS1,19.44,11.0,2.0,10.0,21.0,142.12,16.23,8.0,10.0,11.76,16.67,8.0,11.0,684.0,76.5,7.27
SORBS2,6.45,18.0,5.0,5.0,12.0,77.56,6.45,5.0,6.0,10.86,6.45,5.0,6.0,1100.0,124.0,8.31
SPIRE1,5.8,6.0,3.0,3.0,8.0,57.09,5.8,3.0,4.0,4.59,5.8,3.0,4.0,742.0,83.9,8.62
SPTA1,0.95,2.0,2.0,2.0,4.0,28.72,0.95,2.0,2.0,0.0,0.95,2.0,2.0,2416.0,279.5,5.05
SPTAN1,62.25,4.0,167.0,167.0,955.0,9846.8,60.6,162.0,482.0,880.31,60.48,156.0,473.0,2477.0,284.9,5.35
SPTBN1,58.71,12.0,122.0,135.0,904.0,7897.18,57.36,132.0,448.0,810.34,57.99,131.0,456.0,2364.0,274.4,5.57
SPTBN2,35.9,6.0,55.0,67.0,220.0,1657.41,34.85,65.0,111.0,147.92,33.68,64.0,109.0,2390.0,271.2,6.11
SPTBN4,4.58,5.0,1.0,7.0,30.0,113.82,4.58,7.0,15.0,13.88,4.58,7.0,15.0,1309.0,146.0,5.8
SRC,30.04,12.0,11.0,16.0,73.0,777.91,30.04,16.0,36.0,50.5,30.04,16.0,37.0,536.0,59.8,7.42
SRCIN1,36.6,7.0,30.0,30.0,93.0,684.08,35.76,29.0,47.0,49.4,33.56,28.0,46.0,1183.0,127.0,9.38
SRGAP1,13.8,3.0,7.0,9.0,21.0,100.37,12.13,8.0,10.0,13.56,13.8,9.0,11.0,1022.0,116.8,6.74
SRGAP2,19.14,7.0,13.0,14.0,34.0,160.12,15.31,12.0,16.0,7.89,19.14,14.0,18.0,1071.0,120.8,6.7
SRGAP3,5.02,3.0,3.0,4.0,7.0,39.13,5.02,4.0,4.0,3.72,3.81,3.0,3.0,1075.0,121.7,6.58
SRM,5.96,3.0,2.0,2.0,6.0,48.76,5.96,2.0,3.0,1.87,5.96,2.0,3.0,302.0,33.8,5.49
SRP14,26.96,2.0,2.0,2.0,7.0,136.37,26.96,2.0,5.0,2.45,14.78,1.0,2.0,115.0,13.0,9.57
SRPK2,4.94,3.0,2.0,2.0,6.0,29.89,4.94,2.0,3.0,1.66,4.94,2.0,3.0,688.0,77.5,4.97
SRSF1,16.42,7.0,3.0,3.0,10.0,101.81,16.42,3.0,5.0,6.03,16.42,3.0,5.0,201.0,22.4,7.94
SRSF10,30.0,9.0,1.0,1.0,2.0,,,,,0.0,30.0,1.0,2.0,40.0,4.6,5.11
SRSF4,10.13,9.0,2.0,2.0,6.0,49.55,10.13,2.0,3.0,1.83,10.13,2.0,3.0,158.0,18.3,5.22
SRSF7,19.7,5.0,2.0,2.0,12.0,124.26,19.7,2.0,6.0,11.42,19.7,2.0,6.0,132.0,15.2,9.63
SRSF9,12.73,2.0,1.0,1.0,1.0,,,,,0.0,12.73,1.0,1.0,110.0,12.8,5.38
SSB,11.94,3.0,1.0,1.0,1.0,,,,,0.0,11.94,1.0,1.0,134.0,15.5,6.19
SSBP1,24.32,3.0,2.0,2.0,4.0,59.88,24.32,2.0,2.0,2.34,24.32,2.0,2.0,148.0,17.2,9.6
SSRP1,9.74,3.0,1.0,1.0,2.0,28.74,9.74,1.0,1.0,2.13,9.74,1.0,1.0,154.0,17.6,5.33
ST13,35.62,5.0,5.0,5.0,16.0,187.14,35.62,5.0,8.0,18.07,35.62,5.0,8.0,146.0,16.3,4.88
STAU1,6.53,5.0,1.0,1.0,2.0,36.76,6.53,1.0,1.0,2.03,6.53,1.0,1.0,199.0,22.5,9.95
STAU2,14.37,16.0,4.0,4.0,10.0,72.45,7.5,2.0,4.0,6.83,14.37,4.0,6.0,320.0,34.8,9.52
STIP1,17.68,5.0,8.0,8.0,24.0,188.93,17.68,8.0,12.0,6.74,17.68,8.0,12.0,543.0,62.6,6.8
STK17A,6.28,1.0,1.0,1.0,1.0,23.41,6.28,1.0,1.0,,,,,414.0,46.5,5.15
STMN1,53.02,3.0,5.0,9.0,42.0,444.73,53.02,9.0,20.0,39.12,53.02,9.0,22.0,149.0,17.3,5.97
STMN2,41.07,3.0,3.0,7.0,23.0,187.55,41.07,7.0,11.0,22.04,29.76,6.0,12.0,168.0,19.6,7.28
STOML2,10.61,2.0,2.0,2.0,5.0,57.7,10.61,2.0,3.0,1.81,10.61,2.0,2.0,311.0,33.3,8.25
STRAP,12.89,3.0,2.0,2.0,3.0,44.75,12.89,2.0,2.0,2.01,7.03,1.0,1.0,256.0,28.5,4.91
STRBP,5.17,3.0,1.0,3.0,8.0,40.32,3.65,2.0,4.0,1.73,5.17,3.0,4.0,658.0,71.9,8.65
STRIP1,6.06,5.0,3.0,3.0,7.0,48.09,6.06,3.0,4.0,4.88,4.18,2.0,3.0,742.0,85.4,6.74
STRN3,7.71,4.0,4.0,4.0,6.0,38.46,1.54,1.0,2.0,3.72,7.71,4.0,4.0,713.0,77.7,5.26
STRN4,11.55,8.0,4.0,4.0,11.0,131.93,11.55,4.0,6.0,9.32,11.55,4.0,5.0,753.0,80.5,5.4
STUB1,6.49,4.0,1.0,1.0,4.0,27.65,6.49,1.0,2.0,0.0,6.49,1.0,2.0,185.0,21.5,5.5
STX1B,6.86,3.0,1.0,1.0,2.0,60.49,6.86,1.0,1.0,2.36,6.86,1.0,1.0,204.0,23.4,7.4
STX7,6.28,2.0,1.0,1.0,4.0,49.03,6.28,1.0,2.0,5.1,6.28,1.0,2.0,239.0,27.4,5.12
STXBP1,17.34,2.0,8.0,8.0,20.0,212.85,14.31,7.0,10.0,18.72,17.34,8.0,10.0,594.0,67.5,6.96
STXBP5,9.74,4.0,1.0,1.0,1.0,,,,,0.0,9.74,1.0,1.0,308.0,34.6,8.82
SUCLA2,3.65,4.0,1.0,1.0,2.0,39.99,3.65,1.0,1.0,1.87,3.65,1.0,1.0,329.0,36.0,5.39
SUGP2,11.83,8.0,7.0,7.0,19.0,202.07,11.83,7.0,10.0,10.19,11.83,7.0,9.0,1082.0,120.1,7.28
SUGT1,5.42,3.0,1.0,1.0,1.0,,,,,0.0,5.42,1.0,1.0,277.0,31.7,5.5
SUMO2,16.9,8.0,1.0,1.0,2.0,85.97,16.9,1.0,1.0,3.03,16.9,1.0,1.0,71.0,8.1,5.41
SUPT16H,4.58,1.0,3.0,3.0,6.0,24.59,2.48,2.0,2.0,1.64,4.58,3.0,4.0,1047.0,119.8,5.66
SYBU,11.6,10.0,4.0,4.0,10.0,120.63,11.6,4.0,5.0,5.99,11.6,4.0,5.0,457.0,50.4,5.05
SYCP1,1.64,2.0,1.0,1.0,1.0,,,,,0.0,1.64,1.0,1.0,792.0,93.1,5.34
SYN1,14.95,2.0,5.0,5.0,12.0,23.07,14.95,5.0,6.0,2.71,14.95,5.0,6.0,669.0,70.0,9.88
SYN3,5.17,1.0,2.0,2.0,6.0,141.08,5.17,2.0,3.0,4.77,5.17,2.0,3.0,580.0,63.3,9.39
SYNCRIP,33.21,6.0,10.0,15.0,71.0,650.99,33.21,15.0,36.0,57.06,28.65,13.0,35.0,527.0,58.7,7.56
SYNE2,3.75,5.0,1.0,1.0,1.0,0.0,3.75,1.0,1.0,,,,,267.0,30.3,6.99
SYNGAP1,3.21,6.0,2.0,2.0,5.0,26.27,3.21,2.0,2.0,2.07,3.21,2.0,3.0,1279.0,141.2,8.94
SYNM,4.72,4.0,1.0,1.0,2.0,33.63,4.72,1.0,1.0,0.0,4.72,1.0,1.0,339.0,39.0,4.92
SYNRG,1.44,4.0,1.0,1.0,1.0,,,,,0.0,1.44,1.0,1.0,1108.0,119.4,5.12
SYP,3.83,1.0,1.0,1.0,2.0,29.65,3.83,1.0,1.0,2.12,3.83,1.0,1.0,313.0,33.8,4.81
SYT11,3.25,1.0,1.0,1.0,2.0,70.03,3.25,1.0,1.0,2.08,3.25,1.0,1.0,431.0,48.3,9.04
TACC2,7.18,13.0,2.0,2.0,5.0,22.21,7.18,2.0,2.0,0.0,7.18,2.0,3.0,571.0,64.1,5.33
TAGLN3,19.23,2.0,1.0,1.0,2.0,20.91,19.23,1.0,1.0,1.88,19.23,1.0,1.0,78.0,8.9,8.79
TANC2,9.95,5.0,14.0,15.0,39.0,232.13,9.95,15.0,20.0,13.86,9.2,14.0,19.0,1990.0,219.5,8.07
TANC2,21.62,2.0,1.0,2.0,6.0,77.16,21.62,2.0,3.0,0.0,21.62,2.0,3.0,111.0,12.0,5.45
TARDBP,12.32,9.0,4.0,4.0,10.0,130.11,12.32,4.0,5.0,8.18,12.32,4.0,5.0,414.0,44.7,6.19
TBCB,19.63,6.0,2.0,2.0,4.0,32.23,19.63,2.0,2.0,2.65,19.63,2.0,2.0,163.0,18.0,6.06
TBR1,16.42,3.0,6.0,6.0,17.0,94.32,16.42,6.0,8.0,3.87,16.42,6.0,9.0,682.0,74.0,7.33
TCF12,2.85,26.0,1.0,1.0,4.0,38.0,2.85,1.0,2.0,0.0,2.85,1.0,2.0,316.0,34.7,6.77
TCP1,40.83,11.0,20.0,20.0,68.0,580.6,40.83,20.0,34.0,54.49,40.65,19.0,34.0,556.0,60.3,6.11
TEKT5,3.71,1.0,1.0,1.0,1.0,,,,,0.0,3.71,1.0,1.0,485.0,56.3,7.14
TENM2,0.75,6.0,1.0,1.0,1.0,,,,,0.0,0.75,1.0,1.0,2535.0,281.3,6.77
TENM4,4.77,2.0,8.0,8.0,18.0,197.57,4.77,8.0,9.0,6.12,4.77,8.0,9.0,2769.0,307.8,6.55
TEX10,1.97,2.0,1.0,1.0,2.0,31.39,1.97,1.0,1.0,2.12,1.97,1.0,1.0,913.0,103.8,9.36
TEX15,0.68,1.0,1.0,1.0,1.0,,,,,0.0,0.68,1.0,1.0,2789.0,315.1,6.19
TFAM,25.23,3.0,4.0,4.0,14.0,46.46,25.23,4.0,7.0,7.57,25.23,4.0,7.0,214.0,25.4,9.7
TFG,12.5,12.0,1.0,2.0,3.0,0.0,7.81,1.0,1.0,0.0,12.5,2.0,2.0,128.0,14.7,5.36
THOC6,6.42,2.0,1.0,1.0,2.0,51.82,6.42,1.0,1.0,0.0,6.42,1.0,1.0,296.0,32.9,7.24
THRAP3,8.17,1.0,5.0,5.0,14.0,98.43,8.17,5.0,7.0,7.41,8.17,5.0,7.0,955.0,108.6,10.15
THY1,26.14,4.0,4.0,4.0,17.0,181.68,26.14,4.0,9.0,12.41,26.14,4.0,8.0,153.0,17.0,8.97
TKT,12.33,4.0,4.0,4.0,9.0,87.35,12.33,4.0,5.0,9.04,12.33,4.0,4.0,576.0,62.8,7.52
TLDC1,8.39,4.0,2.0,2.0,6.0,27.64,8.39,2.0,3.0,0.0,8.39,2.0,3.0,429.0,48.0,6.37
TLN2,2.72,4.0,2.0,2.0,4.0,46.43,2.72,2.0,2.0,1.81,2.72,2.0,2.0,1471.0,154.6,5.26
TMED10,4.11,1.0,1.0,1.0,1.0,23.04,4.11,1.0,1.0,,,,,219.0,25.0,7.44
TMEFF1,21.84,3.0,8.0,8.0,24.0,232.91,17.11,6.0,10.0,17.58,21.84,8.0,14.0,380.0,40.9,6.68
TMOD1,4.74,2.0,1.0,1.0,2.0,26.43,4.74,1.0,1.0,2.1,4.74,1.0,1.0,232.0,26.0,8.78
TMOD2,18.89,3.0,4.0,4.0,20.0,222.18,18.89,4.0,10.0,14.13,18.89,4.0,10.0,307.0,34.5,6.86
TMOD3,10.7,3.0,1.0,1.0,2.0,24.91,10.7,1.0,1.0,2.08,10.7,1.0,1.0,187.0,20.9,7.43
TMPO,22.18,6.0,3.0,3.0,8.0,52.55,22.18,3.0,4.0,3.76,22.18,3.0,4.0,248.0,27.4,8.48
TNC,1.66,9.0,2.0,2.0,4.0,49.06,1.66,2.0,2.0,1.77,1.66,2.0,2.0,1564.0,171.2,5.1
TNIK,12.32,17.0,6.0,14.0,47.0,344.75,12.32,14.0,24.0,15.99,11.19,13.0,23.0,1331.0,151.2,7.36
TNKS1BP1,4.57,4.0,5.0,5.0,9.0,93.99,4.57,5.0,5.0,4.18,3.64,4.0,4.0,1729.0,181.7,4.86
TNPO1,2.36,7.0,2.0,2.0,4.0,39.67,2.36,2.0,2.0,0.0,2.36,2.0,2.0,890.0,101.2,4.96
TNR,10.17,3.0,1.0,1.0,3.0,40.71,10.17,1.0,2.0,0.0,10.17,1.0,1.0,177.0,19.5,4.54
TOLLIP,17.5,3.0,1.0,1.0,2.0,52.15,17.5,1.0,1.0,2.41,17.5,1.0,1.0,80.0,8.7,8.35
TOM1L2,2.32,6.0,1.0,1.0,2.0,34.72,2.32,1.0,1.0,0.0,2.32,1.0,1.0,388.0,42.7,4.59
TOMM22,17.61,1.0,1.0,1.0,4.0,53.49,17.61,1.0,2.0,2.75,17.61,1.0,2.0,142.0,15.5,4.34
TOMM70A,5.43,1.0,2.0,2.0,5.0,97.36,1.81,1.0,2.0,4.16,5.43,2.0,3.0,608.0,67.4,7.12
TOP1.00,3.79,4.0,2.0,2.0,4.0,40.73,3.79,2.0,2.0,0.0,3.79,2.0,2.0,765.0,90.7,9.31
TOP2B,11.54,9.0,16.0,16.0,44.0,276.66,9.75,13.0,21.0,29.97,11.54,16.0,23.0,1621.0,182.5,8.06
TP53BP1,1.12,3.0,1.0,1.0,2.0,47.17,1.12,1.0,1.0,0.0,1.12,1.0,1.0,1972.0,213.4,4.7
TPI1,31.73,3.0,6.0,6.0,13.0,133.42,31.73,6.0,7.0,4.66,26.51,5.0,6.0,249.0,26.7,6.9
TPM1,42.04,29.0,4.0,9.0,30.0,245.27,42.04,9.0,15.0,33.14,42.04,9.0,15.0,245.0,28.5,4.78
TPM3,52.42,22.0,8.0,14.0,62.0,450.06,52.42,14.0,32.0,60.76,45.97,13.0,30.0,248.0,29.0,4.78
TPM4,41.94,16.0,2.0,8.0,35.0,188.09,32.66,7.0,17.0,34.96,41.94,8.0,18.0,248.0,28.5,4.69
TPP2,6.41,2.0,6.0,6.0,16.0,121.4,6.41,6.0,9.0,4.45,5.6,5.0,7.0,1249.0,138.3,6.32
TRA2A,20.35,4.0,2.0,2.0,3.0,49.39,20.35,2.0,2.0,0.0,12.39,1.0,1.0,113.0,12.9,9.98
TRA2B,24.41,4.0,2.0,2.0,2.0,,,,,0.0,24.41,2.0,2.0,127.0,15.2,10.2
TRAP1,5.45,4.0,1.0,2.0,10.0,239.39,5.45,2.0,5.0,11.58,5.45,2.0,5.0,495.0,57.2,7.59
TRIM16,16.43,2.0,1.0,1.0,1.0,,,,,2.52,16.43,1.0,1.0,140.0,15.4,10.24
TRIM2,9.54,5.0,4.0,5.0,8.0,93.84,7.8,4.0,4.0,3.52,7.39,4.0,4.0,744.0,81.5,6.96
TRIM28,18.91,3.0,4.0,4.0,12.0,135.68,18.91,4.0,6.0,9.54,18.91,4.0,6.0,460.0,48.4,4.94
TRIM3,3.91,8.0,1.0,2.0,4.0,36.63,3.91,2.0,2.0,1.89,3.91,2.0,2.0,665.0,72.1,7.96
TRIM46,5.37,5.0,2.0,2.0,6.0,80.86,5.37,2.0,3.0,3.39,5.37,2.0,3.0,633.0,69.5,7.37
TRIM67,5.69,4.0,2.0,2.0,4.0,33.31,5.69,2.0,2.0,2.12,5.69,2.0,2.0,721.0,78.0,7.58
TRIM9,1.75,1.0,1.0,1.0,1.0,,,,,0.0,1.75,1.0,1.0,802.0,89.7,7.08
TRIO,10.26,31.0,13.0,17.0,41.0,255.1,9.4,15.0,19.0,20.11,10.26,17.0,22.0,2563.0,287.2,6.34
TROVE2,5.37,5.0,1.0,1.0,2.0,51.7,5.37,1.0,1.0,2.3,5.37,1.0,1.0,205.0,23.3,9.03
TSC1,1.44,2.0,1.0,1.0,2.0,57.74,1.44,1.0,1.0,2.2,1.44,1.0,1.0,1113.0,123.9,6.21
TSC2,3.78,9.0,3.0,3.0,6.0,62.43,3.78,3.0,3.0,4.84,3.78,3.0,3.0,1692.0,187.8,6.93
TSG101,9.86,3.0,3.0,3.0,7.0,61.86,7.12,2.0,3.0,5.98,9.86,3.0,4.0,365.0,40.9,5.3
TSSC1,22.41,7.0,1.0,1.0,3.0,43.4,22.41,1.0,2.0,2.06,22.41,1.0,1.0,58.0,6.5,4.72
TTC24,7.32,2.0,1.0,1.0,1.0,,,,,0.0,7.32,1.0,1.0,355.0,38.5,9.1
TTC37,3.44,2.0,1.0,1.0,1.0,,,,,0.0,3.44,1.0,1.0,611.0,69.4,6.71
TTC7B,8.0,4.0,1.0,1.0,1.0,,,,,0.0,8.0,1.0,1.0,175.0,19.6,9.01
TTLL9,5.02,3.0,1.0,1.0,1.0,,,,,0.0,5.02,1.0,1.0,279.0,33.2,9.88
TTN,0.04,13.0,2.0,2.0,2.0,,,,,0.0,0.04,2.0,2.0,32900.0,3650.8,6.46
TUBA1A,72.12,16.0,14.0,34.0,1216.0,17127.3,72.12,34.0,608.0,1565.21,72.12,34.0,608.0,416.0,46.3,5.08
TUBA4A,55.66,11.0,4.0,24.0,859.0,11489.78,55.66,24.0,429.0,1142.8,55.66,24.0,430.0,433.0,48.3,5.01
TUBB,77.25,11.0,6.0,39.0,1892.0,24026.85,77.25,38.0,959.0,2402.05,77.25,37.0,933.0,444.0,49.6,4.89
TUBB2A,77.08,3.0,2.0,40.0,2052.0,26401.68,77.08,38.0,1030.0,2578.55,77.08,38.0,1022.0,445.0,49.9,4.89
TUBB2B,77.08,3.0,2.0,40.0,2053.0,26514.08,77.08,38.0,1031.0,2581.19,77.08,38.0,1022.0,445.0,49.9,4.89
TUBB3,74.44,12.0,15.0,32.0,1403.0,19059.39,74.44,32.0,713.0,1742.31,74.44,31.0,690.0,450.0,50.4,4.93
TUBB4A,70.27,14.0,8.0,36.0,1377.0,17668.49,70.27,35.0,697.0,1753.98,70.27,34.0,680.0,444.0,49.6,4.88
TUBB4B,71.01,9.0,2.0,38.0,1828.0,23309.88,71.01,37.0,929.0,2329.09,71.01,36.0,899.0,445.0,49.8,4.89
TUBG1,6.67,4.0,1.0,1.0,4.0,55.43,6.67,1.0,2.0,4.23,6.67,1.0,2.0,135.0,15.2,4.51
TUBGCP2,1.53,3.0,1.0,1.0,2.0,40.43,1.53,1.0,1.0,2.02,1.53,1.0,1.0,721.0,82.6,6.84
TUFM,14.82,1.0,4.0,4.0,14.0,158.6,14.82,4.0,7.0,12.07,14.82,4.0,7.0,452.0,49.5,7.61
TUFT1,6.92,1.0,1.0,1.0,1.0,,,,,0.0,6.92,1.0,1.0,390.0,44.2,6.0
TWF1,8.73,4.0,1.0,1.0,2.0,31.07,8.73,1.0,1.0,0.0,8.73,1.0,1.0,252.0,28.8,7.62
TWF2,13.39,3.0,2.0,2.0,4.0,35.47,13.39,2.0,2.0,2.03,13.39,2.0,2.0,254.0,28.9,6.13
TXNL1,10.03,3.0,2.0,2.0,5.0,41.68,10.03,2.0,3.0,0.0,2.42,1.0,2.0,289.0,32.2,4.96
TYMP,3.37,3.0,1.0,1.0,2.0,38.59,3.37,1.0,1.0,2.13,3.37,1.0,1.0,445.0,46.1,5.52
UBA1,17.67,7.0,12.0,12.0,38.0,347.77,16.64,11.0,19.0,26.11,17.67,12.0,19.0,1058.0,117.8,5.76
UBAP2L,2.46,9.0,2.0,2.0,4.0,40.61,2.46,2.0,2.0,0.0,2.46,2.0,2.0,976.0,103.1,6.87
UBC,96.64,29.0,11.0,11.0,99.0,488.51,96.64,11.0,48.0,72.69,96.64,10.0,51.0,149.0,16.8,6.58
UBE2D3,8.05,1.0,1.0,1.0,1.0,,,,,0.0,8.05,1.0,1.0,149.0,16.9,7.74
UBE2O,2.6,2.0,1.0,1.0,4.0,58.41,2.6,1.0,2.0,3.19,2.6,1.0,2.0,807.0,88.8,5.03
UBQLN1,10.83,4.0,1.0,1.0,2.0,20.9,10.83,1.0,1.0,0.0,10.83,1.0,1.0,157.0,16.4,5.01
UBQLN2,3.37,1.0,1.0,1.0,1.0,,,,,0.0,3.37,1.0,1.0,624.0,65.7,5.22
UBR4,2.38,7.0,9.0,9.0,23.0,94.25,2.38,9.0,12.0,5.4,2.11,8.0,11.0,5159.0,571.5,6.04
UBTF,6.74,3.0,4.0,4.0,6.0,22.69,3.58,2.0,2.0,4.09,4.81,3.0,4.0,727.0,84.9,5.55
UBXN6,15.27,4.0,1.0,1.0,2.0,27.29,15.27,1.0,1.0,0.0,15.27,1.0,1.0,131.0,14.0,5.01
UCHL1,46.64,5.0,7.0,7.0,18.0,79.5,46.64,7.0,9.0,11.88,46.64,7.0,9.0,223.0,24.8,5.48
UGGT1,0.98,2.0,1.0,1.0,2.0,31.62,0.98,1.0,1.0,0.0,0.98,1.0,1.0,1531.0,174.9,5.6
UGP2,7.85,7.0,3.0,3.0,8.0,104.11,7.85,3.0,4.0,7.16,7.85,3.0,4.0,497.0,55.6,7.88
UNC13B,0.63,12.0,1.0,1.0,2.0,22.44,0.63,1.0,1.0,2.12,0.63,1.0,1.0,1591.0,180.6,5.99
UPF1,9.48,8.0,8.0,8.0,17.0,112.75,8.59,7.0,8.0,7.82,9.48,8.0,9.0,1118.0,123.0,6.68
UPF3A,2.26,2.0,1.0,1.0,1.0,22.01,2.26,1.0,1.0,,,,,443.0,51.0,8.84
UQCRC1,35.83,1.0,11.0,11.0,34.0,320.2,35.83,11.0,17.0,20.31,35.83,11.0,17.0,480.0,52.6,6.37
UQCRC2,41.28,6.0,14.0,14.0,52.0,363.32,37.09,13.0,25.0,44.36,41.28,14.0,27.0,453.0,48.4,8.63
USO1,2.13,5.0,1.0,1.0,2.0,23.57,2.13,1.0,1.0,0.0,2.13,1.0,1.0,797.0,89.1,4.89
USP10,8.02,7.0,4.0,4.0,7.0,55.67,5.76,3.0,3.0,1.64,8.02,4.0,4.0,798.0,87.1,5.31
USP24,1.54,2.0,2.0,2.0,5.0,29.8,0.77,1.0,2.0,0.0,1.54,2.0,3.0,2460.0,277.2,6.28
USP7,2.2,4.0,1.0,1.0,2.0,,,,,0.0,2.2,1.0,2.0,909.0,105.5,5.58
USP9X,3.21,4.0,6.0,6.0,14.0,129.72,3.21,6.0,8.0,6.63,2.82,5.0,6.0,2554.0,290.3,5.8
VAC14,13.93,2.0,2.0,2.0,6.0,45.66,13.93,2.0,3.0,1.88,13.93,2.0,3.0,201.0,22.4,9.44
VAMP2,17.65,11.0,2.0,2.0,6.0,29.15,17.65,2.0,3.0,0.0,17.65,2.0,3.0,68.0,7.8,8.79
VANGL2,10.56,1.0,4.0,4.0,10.0,86.24,10.56,4.0,5.0,4.32,10.56,4.0,5.0,521.0,59.7,9.22
VAPA,18.88,5.0,3.0,4.0,16.0,115.75,18.88,4.0,8.0,7.07,18.88,4.0,8.0,249.0,27.9,8.62
VAPB,10.29,3.0,1.0,2.0,6.0,92.61,10.29,2.0,3.0,2.24,10.29,2.0,3.0,243.0,27.2,7.3
