Index,Gene,Known Functions,Signaling,Transport,Organization,Metabolism,Development
186,KCNA1,"['dendrite', 'endoplasmic reticulum', 'magnesium ion homeostasis', 'startle response', 'perikaryon', 'calyx of Held', 'juxtaparanode region of axon', 'neuronal action potential', 'neuroblast proliferation', 'cytoplasmic vesicle', 'integral component of presynaptic membrane', 'cell communication by electrical coupling', 'hippocampus development', 'voltage-gated potassium channel complex', 'delayed rectifier potassium channel activity', 'disordered domain specific binding', 'regulation of presynaptic membrane potential', 'cytosol', 'regulation of muscle contraction', 'cell surface', 'glutamatergic synapse', 'cell junction', 'positive regulation of voltage-gated potassium channel activity', 'detection of mechanical stimulus involved in sensory perception of pain', 'chemical synaptic transmission', 'apical plasma membrane', 'cellular protein localization', 'regulation of postsynaptic membrane potential', 'protein homooligomerization', 'integral component of postsynaptic membrane', 'voltage-gated ion channel activity involved in regulation of presynaptic membrane potential', 'detection of mechanical stimulus involved in sensory perception of touch', 'voltage-gated ion channel activity involved in regulation of postsynaptic membrane potential', 'neuronal signal transduction', 'cellular response to magnesium ion', 'paranode region of axon']",3,1,1,1,1
187,HPCA,"['neuronal cell body membrane', 'perikaryon', 'dendrite membrane', 'regulation of voltage-gated calcium channel activity', 'response to Aroclor 1254', 'calcium-mediated signaling', 'brain development', 'cellular response to electrical stimulus', 'regulation of postsynaptic neurotransmitter receptor internalization', 'retina development in camera-type eye', 'dendritic spine head', 'cytosol', 'glutamatergic synapse', 'extrinsic component of membrane', 'response to ketamine', 'response to L-glutamate', 'dendrite cytoplasm', 'inner ear development', 'positive regulation of protein targeting to membrane', 'negative regulation of guanylate cyclase activity', 'axon', 'cellular response to monosodium glutamate', 'cellular response to calcium ion', 'calcium ion binding', 'kinase binding', 'activation of phospholipase D activity', 'positive regulation of adenylate cyclase activity', 'actin binding', 'identical protein binding']",4,0,0,1,1
188,DNM3,"['positive regulation of synaptic vesicle recycling', 'negative regulation of dendritic spine morphogenesis', 'presynapse', 'type 5 metabotropic glutamate receptor binding', 'synaptic vesicle budding from presynaptic endocytic zone membrane', 'type 1 metabotropic glutamate receptor binding', 'synaptic cleft', 'GTP binding', 'synapse assembly', 'cytoplasmic vesicle', 'basal tubulobulbar complex', 'perinuclear region of cytoplasm', 'structural constituent of postsynapse', 'postsynaptic neurotransmitter receptor internalization', 'dendritic spine head', 'glutamatergic synapse', 'GTPase activity', 'Golgi apparatus', 'postsynaptic endocytic zone membrane', 'postsynaptic density', 'axon', 'microtubule', 'extracellular exosome', 'apical tubulobulbar complex', 'photoreceptor inner segment', 'nitric-oxide synthase binding', 'microtubule binding', 'positive regulation of filopodium assembly']",1,0,2,1,1
189,PFN2,"['presynapse', 'positive regulation of ATPase activity', 'regulation of synaptic vesicle exocytosis', 'negative regulation of ruffle assembly', 'phosphatidylinositol-4,5-bisphosphate binding', 'actin monomer binding', 'cytoskeleton', 'ATPase activity', 'positive regulation of actin filament polymerization', 'protein stabilization', 'cytoplasm', 'positive regulation of stress fiber assembly', 'Schaffer collateral - CA1 synapse', 'modification of postsynaptic actin cytoskeleton', 'glutamatergic synapse', 'positive regulation of peptidyl-serine phosphorylation', 'negative regulation of epithelial cell migration', 'extracellular exosome', 'postsynapse', 'negative regulation of actin filament polymerization']",1,0,2,1,0
190,GRM7,"['presynaptic membrane', 'serine binding', 'adenylate cyclase-inhibiting G protein-coupled glutamate receptor signaling pathway', 'sensory perception of sound', 'regulation of cyclase activity', 'dendritic shaft', 'negative regulation of glutamate secretion', 'postsynaptic membrane', 'calcium channel regulator activity', 'axon', 'asymmetric synapse', 'receptor complex', 'presynaptic active zone', 'cell cortex', 'integral component of plasma membrane', 'regulation of synaptic transmission, glutamatergic', 'adenylate cyclase inhibitor activity', 'group III metabotropic glutamate receptor activity']",2,0,0,1,0
191,GRM1,"['glutamate receptor activity', 'nucleus', 'dendrite', 'cellular response to electrical stimulus', 'G protein-coupled receptor homodimeric complex', 'activation of MAPK activity', 'G protein-coupled neurotransmitter receptor activity involved in regulation of postsynaptic cytosolic calcium ion concentration', 'G protein-coupled receptor activity involved in regulation of postsynaptic membrane potential', 'Schaffer collateral - CA1 synapse', 'postsynaptic density membrane', 'regulation of postsynaptic cytosolic calcium ion concentration', 'protein binding', 'locomotory behavior', 'positive regulation of cytosolic calcium ion concentration involved in phospholipase C-activating G protein-coupled signaling pathway', 'regulation of synaptic transmission, glutamatergic', 'glutamatergic synapse', 'regulation of sensory perception of pain', 'activation of MAPKK activity', 'regulation of postsynaptic membrane potential', 'G protein-coupled glutamate receptor signaling pathway']",4,0,0,1,0
192,STXBP3,"['presynapse', 'neutrophil degranulation', 'response to insulin', 'cellular glucose homeostasis', 'brain development', 'tertiary granule', 'specific granule', 'platelet aggregation', 'cytosol', 'protein heterooligomerization', 'negative regulation of calcium ion-dependent exocytosis', 'phagocytic vesicle', 'platelet alpha granule', 'syntaxin-1 binding', 'apical plasma membrane', 'cellular response to interferon-gamma', 'protein to membrane docking', 'extracellular exosome', 'basolateral plasma membrane', 'insulin secretion', 'vesicle docking involved in exocytosis', 'negative regulation of glucose import']",2,0,0,1,1
193,MAPT,"['growth cone', 'extracellular region', 'memory', 'axon cytoplasm', 'axonal transport of mitochondrion', 'regulation of chromosome organization', 'negative regulation of kinase activity', 'microtubule lateral binding', 'negative regulation of establishment of protein localization to mitochondrion', 'mitochondrion', 'membrane raft', 'neurofibrillary tangle', 'nuclear periphery', 'positive regulation of diacylglycerol kinase activity', 'microglial cell activation', 'cytoplasmic microtubule organization', 'single-stranded DNA binding', 'activation of cysteine-type endopeptidase activity involved in apoptotic process', 'positive regulation of microtubule polymerization', 'chaperone binding', 'internal protein amino acid acetylation', 'cellular response to reactive oxygen species', 'amyloid fibril formation', 'receptor ligand activity', 'protein phosphatase 2A binding', 'cellular response to brain-derived neurotrophic factor stimulus', 'synapse organization', 'apolipoprotein binding', 'histone-dependent DNA binding', 'cytosol', 'positive regulation of neuron death', 'stress granule assembly', 'SH3 domain binding', 'intracellular distribution of mitochondria', 'glial cell projection', 'positive regulation of superoxide anion generation', 'regulation of signaling receptor activity', 'negative regulation of mitochondrial membrane potential', 'protein binding, bridging', 'nuclear speck', 'regulation of response to DNA damage stimulus', 'lipoprotein particle binding', 'dynactin binding', 'negative regulation of gene expression', 'response to lead ion', 'protein homodimerization activity', 'neurofibrillary tangle assembly', 'axolemma', 'cytoplasmic ribonucleoprotein granule', 'astrocyte activation', 'regulation of autophagy', 'dendritic spine', 'positive regulation of cellular protein localization', 'microtubule', 'negative regulation of mitochondrial fission', 'positive regulation of axon extension', 'phosphatidylinositol bisphosphate binding', 'protein kinase binding', 'rRNA metabolic process', 'central nervous system neuron development', 'regulation of long-term synaptic depression', 'Hsp90 protein binding', 'regulation of calcium-mediated signaling', 'actin binding', 'plus-end-directed organelle transport along microtubule', 'RNA binding', 'protein complex oligomerization', 'regulation of cellular response to heat', 'neuronal cell body', 'positive regulation of protein localization to synapse', 'tubulin complex', 'negative regulation of tubulin deacetylation', 'AT DNA binding']",3,2,3,4,3
194,STX7,"['vesicle fusion', 'recycling endosome', 'synaptic vesicle', 'azurophil granule', 'late endosome', 'positive regulation of T cell mediated cytotoxicity', 'lysosomal membrane', 'immunological synapse', 'perinuclear region of cytoplasm', 'intracellular protein transport', 'tertiary granule', 'SNARE complex', 'organelle assembly', 'chloride channel inhibitor activity', 'early endosome membrane', 'vesicle docking', 'SNAP receptor activity', 'syntaxin binding', 'extracellular exosome', 'endocytic vesicle', 'integral component of membrane', 'positive regulation of receptor localization to synapse', 'regulation of protein localization to plasma membrane']",0,2,2,1,0
195,RAB3D,"['GTPase activity', 'intracellular protein transport', 'synaptic vesicle', 'GTP-dependent protein binding', 'plasma membrane', 'protein localization to plasma membrane', 'protein secretion', 'myosin V binding', 'peptidyl-cysteine methylation', 'zymogen granule', 'azurophil granule membrane', 'neutrophil degranulation', 'positive regulation of regulated secretory pathway', 'GTP binding', 'endosome', 'bone resorption', 'Rab protein signal transduction', 'vesicle docking involved in exocytosis', 'extracellular exosome', 'cytoplasmic microtubule']",2,2,1,1,0
196,OLFM1,"['axonal growth cone', 'synapse', 'endoplasmic reticulum', 'cardiac epithelial to mesenchymal transition', 'negative regulation of gene expression', 'regulation of axon extension', 'positive regulation of epithelial to mesenchymal transition', 'perikaryon', 'positive regulation of gene expression', 'neuronal signal transduction', 'protein binding', 'positive regulation of apoptotic process', 'atrioventricular valve formation', 'extracellular space', 'cell junction']",2,0,1,2,1
197,STX6,"['vesicle fusion', 'Golgi vesicle transport', 'nucleoplasm', 'plasma membrane', 'Golgi ribbon formation', 'perinuclear region of cytoplasm', 'intracellular protein transport', 'regulation of cellular protein localization', 'SNARE complex', 'cytosol', 'phagocytic vesicle', 'endosome organization', 'early endosome', 'trans-Golgi network membrane', 'vesicle docking', 'SNAP receptor activity', 'syntaxin binding', 'integral component of synaptic vesicle membrane', 'clathrin-coated vesicle', 'retrograde transport, endosome to Golgi', 'synaptic vesicle to endosome fusion', 'endocytic recycling']",0,2,1,1,0
198,ABI1,"['somitogenesis', 'growth cone', 'endoplasmic reticulum', 'postsynaptic membrane', 'dendrite morphogenesis', 'viral process', 'megakaryocyte development', 'cadherin binding', 'positive regulation of protein tyrosine kinase activity', 'nucleus', 'lamellipodium', 'protein tyrosine kinase activator activity', 'cytosol', 'SCAR complex', 'SH3 domain binding', 'lamellipodium morphogenesis', 'cell junction', 'cytoskeletal protein binding', 'vascular endothelial growth factor receptor signaling pathway', 'postsynaptic density', 'extracellular exosome', 'negative regulation of cell population proliferation', 'Fc-gamma receptor signaling pathway involved in phagocytosis', 'actin polymerization or depolymerization', 'cytoskeleton', 'filopodium tip']",1,0,2,3,3
199,DYNLL2,"['cytoplasmic dynein complex', 'plasma membrane', 'macroautophagy', 'nucleus', 'myosin V complex', 'cytosol', 'ciliary tip', 'positive regulation of ATP-dependent microtubule motor activity, plus-end-directed', 'glutamatergic synapse', 'endoplasmic reticulum to Golgi vesicle-mediated transport', 'scaffold protein binding', 'intraciliary transport involved in cilium assembly', 'ATP-dependent microtubule motor activity, plus-end-directed', 'antigen processing and presentation of exogenous peptide antigen via MHC class II', 'protein homodimerization activity', 'postsynaptic density', 'dynein intermediate chain binding', 'centrosome', 'microtubule', 'dynein light intermediate chain binding', 'protein heterodimerization activity']",0,1,2,2,0
